"Country","Year","Elected","year1","year2","year3","year4","year5","year6"
"Benin",1992,"n",1.01,1.13,1.08,1.05,1.08,1.04
"Benin",1993,"n",1.13,1.08,1.05,1.08,1.04,1.08
"Benin",1994,"n",1.08,1.05,1.08,1.04,1.08,1.06
"Benin",1995,"n",1.05,1.08,1.04,1.08,1.06,1.08
"Benin",1996,"n",1.08,1.04,1.08,1.06,1.08,1.05
"Benin",1997,"n",1.04,1.08,1.06,1.08,1.05,1.07
"Benin",1998,"n",1.08,1.06,1.08,1.05,1.07,1.07
"Benin",1999,"n",1.06,1.08,1.05,1.07,1.07,1.09
"Benin",2000,"n",1.08,1.05,1.07,1.07,1.09,1.06
"Benin",2001,"n",1.05,1.07,1.07,1.09,1.06,1.06
"Benin",2002,"n",1.07,1.07,1.09,1.06,1.06,1.06
"Benin",2003,"n",1.07,1.09,1.06,1.06,1.06,1.08
"Benin",2004,"y",1.09,1.06,1.06,1.06,1.08,1.07
"Benin",2005,"n",1.06,1.06,1.06,1.08,1.07,1.08
"Benin",2006,"n",1.06,1.06,1.08,1.07,1.08,1.07
"Benin",2007,"n",1.06,1.08,1.07,1.08,1.07,1.04
"Benin",2008,"n",1.08,1.07,1.08,1.07,1.04,1.04
"Benin",2009,"n",1.07,1.08,1.07,1.04,1.04,1.05
"Bhutan",1984,"n",1.24,1.1,1.16,1.08,1.07,1.14
"Bhutan",1985,"n",1.1,1.16,1.08,1.07,1.14,1.32
"Bhutan",1986,"n",1.16,1.08,1.07,1.14,1.32,1.09
"Bhutan",1987,"n",1.08,1.07,1.14,1.32,1.09,1.11
"Bhutan",1988,"n",1.07,1.14,1.32,1.09,1.11,1.15
"Bhutan",1989,"n",1.14,1.32,1.09,1.11,1.15,1.03
"Bhutan",1990,"n",1.32,1.09,1.11,1.15,1.03,1.07
"Bhutan",1991,"n",1.09,1.11,1.15,1.03,1.07,1.04
"Bhutan",1992,"n",1.11,1.15,1.03,1.07,1.04,1.07
"Bhutan",1993,"n",1.15,1.03,1.07,1.04,1.07,1.09
"Bhutan",1994,"n",1.03,1.07,1.04,1.07,1.09,1.08
"Bhutan",1995,"n",1.07,1.04,1.07,1.09,1.08,1.07
"Bhutan",1996,"n",1.04,1.07,1.09,1.08,1.07,1.07
"Bhutan",1997,"n",1.07,1.09,1.08,1.07,1.07,1.09
"Bhutan",1998,"n",1.09,1.08,1.07,1.07,1.09,1.07
"Bhutan",1999,"n",1.08,1.07,1.07,1.09,1.07,1.11
"Bhutan",2000,"n",1.07,1.07,1.09,1.07,1.11,1.13
"Bhutan",2001,"n",1.07,1.09,1.07,1.11,1.13,1.1
"Bhutan",2002,"n",1.09,1.07,1.11,1.13,1.1,1.1
"Bhutan",2003,"n",1.07,1.11,1.13,1.1,1.1,1.08
"Bhutan",2004,"n",1.11,1.13,1.1,1.1,1.08,1.1
"Bhutan",2005,"n",1.13,1.1,1.1,1.08,1.1,1.21
"Bhutan",2006,"n",1.1,1.1,1.08,1.1,1.21,1.07
"Bhutan",2007,"n",1.1,1.08,1.1,1.21,1.07,1.08
"Bhutan",2008,"n",1.08,1.1,1.21,1.07,1.08,1.12
"Bhutan",2009,"n",1.1,1.21,1.07,1.08,1.12,1.08
"Bolivia",1984,"n",1.1,1.02,1,1.04,1.01,1
"Bolivia",1985,"n",1.02,1,1.04,1.01,1,1.05
"Bolivia",1986,"n",1,1.04,1.01,1,1.05,1.06
"Bolivia",1987,"n",1.04,1.01,1,1.05,1.06,1.08
"Bolivia",1988,"n",1.01,1,1.05,1.06,1.08,1.09
"Bolivia",1989,"n",1,1.05,1.06,1.08,1.09,1.09
"Bolivia",1990,"n",1.05,1.06,1.08,1.09,1.09,1.04
"Bolivia",1991,"n",1.06,1.08,1.09,1.09,1.04,1.07
"Bolivia",1992,"n",1.08,1.09,1.09,1.04,1.07,1.07
"Bolivia",1993,"n",1.09,1.09,1.04,1.07,1.07,1.07
"Bolivia",1994,"n",1.09,1.04,1.07,1.07,1.07,1.06
"Bolivia",1995,"n",1.04,1.07,1.07,1.07,1.06,1.07
"Bolivia",1996,"n",1.07,1.07,1.07,1.06,1.07,1.06
"Bolivia",1997,"n",1.07,1.07,1.06,1.07,1.06,1.02
"Bolivia",1998,"n",1.07,1.06,1.07,1.06,1.02,1.05
"Bolivia",1999,"n",1.06,1.07,1.06,1.02,1.05,1.04
"Bolivia",2000,"n",1.07,1.06,1.02,1.05,1.04,1.04
"Bolivia",2001,"n",1.06,1.02,1.05,1.04,1.04,1.05
"Bolivia",2002,"n",1.02,1.05,1.04,1.04,1.05,1.07
"Bolivia",2003,"n",1.05,1.04,1.04,1.05,1.07,1.08
"Bolivia",2004,"n",1.04,1.04,1.05,1.07,1.08,1.06
"Bolivia",2005,"n",1.04,1.05,1.07,1.08,1.06,1.08
"Bolivia",2006,"n",1.05,1.07,1.08,1.06,1.08,1.09
"Bolivia",2007,"n",1.07,1.08,1.06,1.08,1.09,1.04
"Bolivia",2008,"n",1.08,1.06,1.08,1.09,1.04,1.05
"Bolivia",2009,"n",1.06,1.08,1.09,1.04,1.05,1.07
"Bosnia and Herzegovina",1984,"n",,,,,,
"Bosnia and Herzegovina",1985,"n",,,,,,
"Bosnia and Herzegovina",1986,"n",,,,,,
"Bosnia and Herzegovina",1987,"n",,,,,,
"Bosnia and Herzegovina",1988,"n",,,,,,
"Bosnia and Herzegovina",1989,"n",,,,,,
"Bosnia and Herzegovina",1990,"n",,,,,,
"Bosnia and Herzegovina",1991,"n",,,,,,
"Bosnia and Herzegovina",1992,"n",,,,,,
"Bosnia and Herzegovina",1993,"n",,,,,,
"Bosnia and Herzegovina",1994,"n",,,,,,
"Bosnia and Herzegovina",1995,"n",,,,,,
"Bosnia and Herzegovina",1996,"n",,,,,,
"Bosnia and Herzegovina",1997,"n",,,,,,1.12
"Bosnia and Herzegovina",1998,"n",,,,,1.12,1.07
"Bosnia and Herzegovina",1999,"n",,,,1.12,1.07,1.05
"Bosnia and Herzegovina",2000,"n",,,1.12,1.07,1.05,1.07
"Bosnia and Herzegovina",2001,"n",,1.12,1.07,1.05,1.07,1.06
"Bosnia and Herzegovina",2002,"n",1.12,1.07,1.05,1.07,1.06,1.08
"Bosnia and Herzegovina",2003,"n",1.07,1.05,1.07,1.06,1.08,1.09
"Bosnia and Herzegovina",2004,"n",1.05,1.07,1.06,1.08,1.09,1.09
"Bosnia and Herzegovina",2005,"n",1.07,1.06,1.08,1.09,1.09,1.09
"Bosnia and Herzegovina",2006,"n",1.06,1.08,1.09,1.09,1.09,1.08
"Bosnia and Herzegovina",2007,"n",1.08,1.09,1.09,1.09,1.08,0.98
"Bosnia and Herzegovina",2008,"n",1.09,1.09,1.09,1.08,0.98,1.02
"Bosnia and Herzegovina",2009,"n",1.09,1.09,1.08,0.98,1.02,1.04
"Botswana",1984,"n",1.18,1.23,1.15,1.11,1.11,1.11
"Botswana",1985,"n",1.23,1.15,1.11,1.11,1.11,1.18
"Botswana",1986,"n",1.15,1.11,1.11,1.11,1.18,1.28
"Botswana",1987,"n",1.11,1.11,1.11,1.18,1.28,1.09
"Botswana",1988,"n",1.11,1.11,1.18,1.28,1.09,1.13
"Botswana",1989,"n",1.11,1.18,1.28,1.09,1.13,1.1
"Botswana",1990,"n",1.18,1.28,1.09,1.13,1.1,1.02
"Botswana",1991,"n",1.28,1.09,1.13,1.1,1.02,1.06
"Botswana",1992,"n",1.09,1.13,1.1,1.02,1.06,1.01
"Botswana",1993,"n",1.13,1.1,1.02,1.06,1.01,1.1
"Botswana",1994,"n",1.1,1.02,1.06,1.01,1.1,1.06
"Botswana",1995,"y",1.02,1.06,1.01,1.1,1.06,1.12
"Botswana",1996,"n",1.06,1.01,1.1,1.06,1.12,1.12
"Botswana",1997,"n",1.01,1.1,1.06,1.12,1.12,1.11
"Botswana",1998,"n",1.1,1.06,1.12,1.12,1.11,1.08
"Botswana",1999,"n",1.06,1.12,1.12,1.11,1.08,1.06
"Botswana",2000,"n",1.12,1.12,1.11,1.08,1.06,1.11
"Botswana",2001,"n",1.12,1.11,1.08,1.06,1.11,1.09
"Botswana",2002,"n",1.11,1.08,1.06,1.11,1.09,1.14
"Botswana",2003,"n",1.08,1.06,1.11,1.09,1.14,1.03
"Botswana",2004,"n",1.06,1.11,1.09,1.14,1.03,1.09
"Botswana",2005,"n",1.11,1.09,1.14,1.03,1.09,1.08
"Botswana",2006,"n",1.09,1.14,1.03,1.09,1.08,1.05
"Botswana",2007,"n",1.14,1.03,1.09,1.08,1.05,0.96
"Botswana",2008,"n",1.03,1.09,1.08,1.05,0.96,1.08
"Botswana",2009,"n",1.09,1.08,1.05,0.96,1.08,1.07
"Brazil",1984,"n",1.05,1.07,1,1.09,1.11,1.1
"Brazil",1985,"n",1.07,1,1.09,1.11,1.1,1.07
"Brazil",1986,"n",1,1.09,1.11,1.1,1.07,1.04
"Brazil",1987,"n",1.09,1.11,1.1,1.07,1.04,1.07
"Brazil",1988,"y",1.11,1.1,1.07,1.04,1.07,1
"Brazil",1989,"n",1.1,1.07,1.04,1.07,1,1.05
"Brazil",1990,"n",1.07,1.04,1.07,1,1.05,1.02
"Brazil",1991,"n",1.04,1.07,1,1.05,1.02,1.07
"Brazil",1992,"n",1.07,1,1.05,1.02,1.07,1.08
"Brazil",1993,"y",1,1.05,1.02,1.07,1.08,1.07
"Brazil",1994,"n",1.05,1.02,1.07,1.08,1.07,1.04
"Brazil",1995,"n",1.02,1.07,1.08,1.07,1.04,1.05
"Brazil",1996,"n",1.07,1.08,1.07,1.04,1.05,1.01
"Brazil",1997,"n",1.08,1.07,1.04,1.05,1.01,1.02
"Brazil",1998,"y",1.07,1.04,1.05,1.01,1.02,1.07
"Brazil",1999,"n",1.04,1.05,1.01,1.02,1.07,1.04
"Brazil",2000,"n",1.05,1.01,1.02,1.07,1.04,1.04
"Brazil",2001,"n",1.01,1.02,1.07,1.04,1.04,1.03
"Brazil",2002,"n",1.02,1.07,1.04,1.04,1.03,1.08
"Brazil",2003,"n",1.07,1.04,1.04,1.03,1.08,1.06
"Brazil",2004,"y",1.04,1.04,1.03,1.08,1.06,1.07
"Brazil",2005,"n",1.04,1.03,1.08,1.06,1.07,1.09
"Brazil",2006,"n",1.03,1.08,1.06,1.07,1.09,1.08
"Brazil",2007,"n",1.08,1.06,1.07,1.09,1.08,1.01
"Brazil",2008,"n",1.06,1.07,1.09,1.08,1.01,1.09
"Brazil",2009,"n",1.07,1.09,1.08,1.01,1.09,1.05
"Brunei Darussalam",1984,"n",,,,,,0.99
"Brunei Darussalam",1985,"n",,,,,0.99,1.03
"Brunei Darussalam",1986,"n",,,,0.99,1.03,1.03
"Brunei Darussalam",1987,"n",,,0.99,1.03,1.03,1.06
"Brunei Darussalam",1988,"n",,0.99,1.03,1.03,1.06,1.05
"Brunei Darussalam",1989,"n",0.99,1.03,1.03,1.06,1.05,1.07
"Brunei Darussalam",1990,"n",1.03,1.03,1.06,1.05,1.07,1.07
"Brunei Darussalam",1991,"n",1.03,1.06,1.05,1.07,1.07,1.03
"Brunei Darussalam",1992,"n",1.06,1.05,1.07,1.07,1.03,1.05
"Brunei Darussalam",1993,"n",1.05,1.07,1.07,1.03,1.05,1.07
"Brunei Darussalam",1994,"n",1.07,1.07,1.03,1.05,1.07,1.05
"Brunei Darussalam",1995,"n",1.07,1.03,1.05,1.07,1.05,1
"Brunei Darussalam",1996,"n",1.03,1.05,1.07,1.05,1,1.01
"Brunei Darussalam",1997,"n",1.05,1.07,1.05,1,1.01,1.05
"Brunei Darussalam",1998,"n",1.07,1.05,1,1.01,1.05,1.05
"Brunei Darussalam",1999,"n",1.05,1,1.01,1.05,1.05,1.05
"Brunei Darussalam",2000,"n",1,1.01,1.05,1.05,1.05,1.06
"Brunei Darussalam",2001,"n",1.01,1.05,1.05,1.05,1.06,1.05
"Brunei Darussalam",2002,"n",1.05,1.05,1.05,1.06,1.05,1.03
"Brunei Darussalam",2003,"n",1.05,1.05,1.06,1.05,1.03,1.04
"Brunei Darussalam",2004,"n",1.05,1.06,1.05,1.03,1.04,1.08
"Brunei Darussalam",2005,"n",1.06,1.05,1.03,1.04,1.08,1.03
"Brunei Darussalam",2006,"n",1.05,1.03,1.04,1.08,1.03,1
"Brunei Darussalam",2007,"n",1.03,1.04,1.08,1.03,1,0.99
"Brunei Darussalam",2008,"n",1.04,1.08,1.03,1,0.99,1.04
"Brunei Darussalam",2009,"n",1.08,1.03,1,0.99,1.04,1.04
"Bulgaria",1984,"n",1.15,1.11,1.07,1.09,1.05,1.08
"Bulgaria",1985,"n",1.11,1.07,1.09,1.05,1.08,1.08
"Bulgaria",1986,"y",1.07,1.09,1.05,1.08,1.08,1.06
"Bulgaria",1987,"n",1.09,1.05,1.08,1.08,1.06,1.03
"Bulgaria",1988,"n",1.05,1.08,1.08,1.06,1.03,0.94
"Bulgaria",1989,"n",1.08,1.08,1.06,1.03,0.94,0.92
"Bulgaria",1990,"n",1.08,1.06,1.03,0.94,0.92,0.94
"Bulgaria",1991,"n",1.06,1.03,0.94,0.92,0.94,0.9
"Bulgaria",1992,"n",1.03,0.94,0.92,0.94,0.9,0.98
"Bulgaria",1993,"n",0.94,0.92,0.94,0.9,0.98,1
"Bulgaria",1994,"n",0.92,0.94,0.9,0.98,1,0.94
"Bulgaria",1995,"n",0.94,0.9,0.98,1,0.94,0.96
"Bulgaria",1996,"n",0.9,0.98,1,0.94,0.96,1.05
"Bulgaria",1997,"n",0.98,1,0.94,0.96,1.05,1.04
"Bulgaria",1998,"n",1,0.94,0.96,1.05,1.04,1.08
"Bulgaria",1999,"n",0.94,0.96,1.05,1.04,1.08,1.07
"Bulgaria",2000,"n",0.96,1.05,1.04,1.08,1.07,1.06
"Bulgaria",2001,"n",1.05,1.04,1.08,1.07,1.06,1.08
"Bulgaria",2002,"y",1.04,1.08,1.07,1.06,1.08,1.09
"Bulgaria",2003,"n",1.08,1.07,1.06,1.08,1.09,1.13
"Bulgaria",2004,"n",1.07,1.06,1.08,1.09,1.13,1.1
"Bulgaria",2005,"n",1.06,1.08,1.09,1.13,1.1,1.1
"Bulgaria",2006,"n",1.08,1.09,1.13,1.1,1.1,1.09
"Bulgaria",2007,"n",1.09,1.13,1.1,1.1,1.09,0.96
"Bulgaria",2008,"n",1.13,1.1,1.1,1.09,0.96,1.02
"Bulgaria",2009,"n",1.1,1.1,1.09,0.96,1.02,1.04
"Burkina Faso",1984,"y",1.12,1.08,1.03,1.05,1.15,1.1
"Burkina Faso",1985,"n",1.08,1.03,1.05,1.15,1.1,1.03
"Burkina Faso",1986,"n",1.03,1.05,1.15,1.1,1.03,1.09
"Burkina Faso",1987,"n",1.05,1.15,1.1,1.03,1.09,1.06
"Burkina Faso",1988,"n",1.15,1.1,1.03,1.09,1.06,1.03
"Burkina Faso",1989,"n",1.1,1.03,1.09,1.06,1.03,1.13
"Burkina Faso",1990,"n",1.03,1.09,1.06,1.03,1.13,1.03
"Burkina Faso",1991,"n",1.09,1.06,1.03,1.13,1.03,1.06
"Burkina Faso",1992,"n",1.06,1.03,1.13,1.03,1.06,1.03
"Burkina Faso",1993,"n",1.03,1.13,1.03,1.06,1.03,1.08
"Burkina Faso",1994,"n",1.13,1.03,1.06,1.03,1.08,1.13
"Burkina Faso",1995,"n",1.03,1.06,1.03,1.08,1.13,1.08
"Burkina Faso",1996,"n",1.06,1.03,1.08,1.13,1.08,1.09
"Burkina Faso",1997,"n",1.03,1.08,1.13,1.08,1.09,1.08
"Burkina Faso",1998,"n",1.08,1.13,1.08,1.09,1.08,1.05
"Burkina Faso",1999,"n",1.13,1.08,1.09,1.08,1.05,1.09
"Burkina Faso",2000,"n",1.08,1.09,1.08,1.05,1.09,1.06
"Burkina Faso",2001,"n",1.09,1.08,1.05,1.09,1.06,1.1
"Burkina Faso",2002,"n",1.08,1.05,1.09,1.06,1.1,1.01
"Burkina Faso",2003,"n",1.05,1.09,1.06,1.1,1.01,1.12
"Burkina Faso",2004,"n",1.09,1.06,1.1,1.01,1.12,1.09
"Burkina Faso",2005,"n",1.06,1.1,1.01,1.12,1.09,1.07
"Burkina Faso",2006,"n",1.1,1.01,1.12,1.09,1.07,1.08
"Burkina Faso",2007,"n",1.01,1.12,1.09,1.07,1.08,1.04
"Burkina Faso",2008,"n",1.12,1.09,1.07,1.08,1.04,1.09
"Burkina Faso",2009,"n",1.09,1.07,1.08,1.04,1.09,1.08
"Burundi",1984,"n",1.23,1.05,1.08,1.04,1.15,1.06
"Burundi",1985,"n",1.05,1.08,1.04,1.15,1.06,1.09
"Burundi",1986,"n",1.08,1.04,1.15,1.06,1.09,1.09
"Burundi",1987,"n",1.04,1.15,1.06,1.09,1.09,1.05
"Burundi",1988,"n",1.15,1.06,1.09,1.09,1.05,1.07
"Burundi",1989,"n",1.06,1.09,1.09,1.05,1.07,1.1
"Burundi",1990,"n",1.09,1.09,1.05,1.07,1.1,1.03
"Burundi",1991,"n",1.09,1.05,1.07,1.1,1.03,0.96
"Burundi",1992,"n",1.05,1.07,1.1,1.03,0.96,0.98
"Burundi",1993,"n",1.07,1.1,1.03,0.96,0.98,0.94
"Burundi",1994,"n",1.1,1.03,0.96,0.98,0.94,0.94
"Burundi",1995,"n",1.03,0.96,0.98,0.94,0.94,1.02
"Burundi",1996,"n",0.96,0.98,0.94,0.94,1.02,1.06
"Burundi",1997,"n",0.98,0.94,0.94,1.02,1.06,1
"Burundi",1998,"n",0.94,0.94,1.02,1.06,1,1.01
"Burundi",1999,"n",0.94,1.02,1.06,1,1.01,1.04
"Burundi",2000,"n",1.02,1.06,1,1.01,1.04,1.04
"Burundi",2001,"n",1.06,1,1.01,1.04,1.04,1.05
"Burundi",2002,"n",1,1.01,1.04,1.04,1.05,1.12
"Burundi",2003,"n",1.01,1.04,1.04,1.05,1.12,1.06
"Burundi",2004,"n",1.04,1.04,1.05,1.12,1.06,1.09
"Burundi",2005,"n",1.04,1.05,1.12,1.06,1.09,1.08
"Burundi",2006,"n",1.05,1.12,1.06,1.09,1.08,1.07
"Burundi",2007,"n",1.12,1.06,1.09,1.08,1.07,1.05
"Burundi",2008,"n",1.06,1.09,1.08,1.07,1.05,1.05
"Burundi",2009,"n",1.09,1.08,1.07,1.05,1.05,1.06
"Cambodia",1984,"n",,,,,,
"Cambodia",1985,"n",,,,,,1.25
"Cambodia",1986,"n",,,,,1.25,1.13
"Cambodia",1987,"n",,,,1.25,1.13,1.07
"Cambodia",1988,"n",,,1.25,1.13,1.07,1.05
"Cambodia",1989,"n",,1.25,1.13,1.07,1.05,1.11
"Cambodia",1990,"n",1.25,1.13,1.07,1.05,1.11,1.1
"Cambodia",1991,"n",1.13,1.07,1.05,1.11,1.1,1.06
"Cambodia",1992,"n",1.07,1.05,1.11,1.1,1.06,1.1
"Cambodia",1993,"n",1.05,1.11,1.1,1.06,1.1,1.09
"Cambodia",1994,"n",1.11,1.1,1.06,1.1,1.09,1.07
"Cambodia",1995,"n",1.1,1.06,1.1,1.09,1.07,1.07
"Cambodia",1996,"n",1.06,1.1,1.09,1.07,1.07,1.06
"Cambodia",1997,"n",1.1,1.09,1.07,1.07,1.06,1.14
"Cambodia",1998,"n",1.09,1.07,1.07,1.06,1.14,1.11
"Cambodia",1999,"n",1.07,1.07,1.06,1.14,1.11,1.11
"Cambodia",2000,"n",1.07,1.06,1.14,1.11,1.11,1.08
"Cambodia",2001,"n",1.06,1.14,1.11,1.11,1.08,1.11
"Cambodia",2002,"n",1.14,1.11,1.11,1.08,1.11,1.13
"Cambodia",2003,"n",1.11,1.11,1.08,1.11,1.13,1.17
"Cambodia",2004,"n",1.11,1.08,1.11,1.13,1.17,1.14
"Cambodia",2005,"n",1.08,1.11,1.13,1.17,1.14,1.13
"Cambodia",2006,"n",1.11,1.13,1.17,1.14,1.13,1.09
"Cambodia",2007,"n",1.13,1.17,1.14,1.13,1.09,1.01
"Cambodia",2008,"n",1.17,1.14,1.13,1.09,1.01,1.07
"Cambodia",2009,"n",1.14,1.13,1.09,1.01,1.07,1.08
"Cameroon",1984,"n",1.28,1.14,1.11,1.12,1.11,1.09
"Cameroon",1985,"n",1.14,1.11,1.12,1.11,1.09,1.01
"Cameroon",1986,"n",1.11,1.12,1.11,1.09,1.01,0.95
"Cameroon",1987,"n",1.12,1.11,1.09,1.01,0.95,1.02
"Cameroon",1988,"n",1.11,1.09,1.01,0.95,1.02,0.97
"Cameroon",1989,"n",1.09,1.01,0.95,1.02,0.97,1
"Cameroon",1990,"n",1.01,0.95,1.02,0.97,1,0.99
"Cameroon",1991,"n",0.95,1.02,0.97,1,0.99,0.99
"Cameroon",1992,"n",1.02,0.97,1,0.99,0.99,1
"Cameroon",1993,"n",0.97,1,0.99,0.99,1,1.05
"Cameroon",1994,"n",1,0.99,0.99,1,1.05,1.07
"Cameroon",1995,"n",0.99,0.99,1,1.05,1.07,1.07
"Cameroon",1996,"n",0.99,1,1.05,1.07,1.07,1.06
"Cameroon",1997,"n",1,1.05,1.07,1.07,1.06,1.06
"Cameroon",1998,"n",1.05,1.07,1.07,1.06,1.06,1.06
"Cameroon",1999,"n",1.07,1.07,1.06,1.06,1.06,1.07
"Cameroon",2000,"n",1.07,1.06,1.06,1.06,1.07,1.06
"Cameroon",2001,"n",1.06,1.06,1.06,1.07,1.06,1.06
"Cameroon",2002,"y",1.06,1.06,1.07,1.06,1.06,1.06
"Cameroon",2003,"n",1.06,1.07,1.06,1.06,1.06,1.03
"Cameroon",2004,"n",1.07,1.06,1.06,1.06,1.03,1.07
"Cameroon",2005,"n",1.06,1.06,1.06,1.03,1.07,1.06
"Cameroon",2006,"n",1.06,1.06,1.03,1.07,1.06,1.05
"Cameroon",2007,"n",1.06,1.03,1.07,1.06,1.05,1.03
"Cameroon",2008,"n",1.03,1.07,1.06,1.05,1.03,1.04
"Cameroon",2009,"n",1.07,1.06,1.05,1.03,1.04,1.06
"Canada",1984,"n",1.13,1.03,1.07,1.1,1.08,1.05
"Canada",1985,"n",1.03,1.07,1.1,1.08,1.05,1.07
"Canada",1986,"n",1.07,1.1,1.08,1.05,1.07,1.09
"Canada",1987,"n",1.1,1.08,1.05,1.07,1.09,1.06
"Canada",1988,"n",1.08,1.05,1.07,1.09,1.06,1.04
"Canada",1989,"y",1.05,1.07,1.09,1.06,1.04,1.01
"Canada",1990,"n",1.07,1.09,1.06,1.04,1.01,1.03
"Canada",1991,"n",1.09,1.06,1.04,1.01,1.03,1.05
"Canada",1992,"n",1.06,1.04,1.01,1.03,1.05,1.07
"Canada",1993,"n",1.04,1.01,1.03,1.05,1.07,1.05
"Canada",1994,"n",1.01,1.03,1.05,1.07,1.05,1.04
"Canada",1995,"n",1.03,1.05,1.07,1.05,1.04,1.06
"Canada",1996,"n",1.05,1.07,1.05,1.04,1.06,1.05
"Canada",1997,"n",1.07,1.05,1.04,1.06,1.05,1.07
"Canada",1998,"n",1.05,1.04,1.06,1.05,1.07,1.08
"Canada",1999,"y",1.04,1.06,1.05,1.07,1.08,1.04
"Canada",2000,"n",1.06,1.05,1.07,1.08,1.04,1.05
"Canada",2001,"n",1.05,1.07,1.08,1.04,1.05,1.04
"Canada",2002,"n",1.07,1.08,1.04,1.05,1.04,1.06
"Canada",2003,"n",1.08,1.04,1.05,1.04,1.06,1.06
"Canada",2004,"n",1.04,1.05,1.04,1.06,1.06,1.06
"Canada",2005,"n",1.05,1.04,1.06,1.06,1.06,1.05
"Canada",2006,"n",1.04,1.06,1.06,1.06,1.05,1.03
"Canada",2007,"n",1.06,1.06,1.06,1.05,1.03,0.98
"Canada",2008,"n",1.06,1.06,1.05,1.03,0.98,1.04
"Canada",2009,"n",1.06,1.05,1.03,0.98,1.04,1.05
"Cape Verde",1984,"n",1.19,1.09,1.14,1.08,1.12,1.05
"Cape Verde",1985,"n",1.09,1.14,1.08,1.12,1.05,1.08
"Cape Verde",1986,"n",1.14,1.08,1.12,1.05,1.08,1.1
"Cape Verde",1987,"n",1.08,1.12,1.05,1.08,1.1,1.1
"Cape Verde",1988,"n",1.12,1.05,1.08,1.1,1.1,1.04
"Cape Verde",1989,"n",1.05,1.08,1.1,1.1,1.04,1.05
"Cape Verde",1990,"n",1.08,1.1,1.1,1.04,1.05,1.06
"Cape Verde",1991,"n",1.1,1.1,1.04,1.05,1.06,1.1
"Cape Verde",1992,"y",1.1,1.04,1.05,1.06,1.1,1.09
"Cape Verde",1993,"n",1.04,1.05,1.06,1.1,1.09,1.1
"Cape Verde",1994,"n",1.05,1.06,1.1,1.09,1.1,1.09
"Cape Verde",1995,"n",1.06,1.1,1.09,1.1,1.09,1.1
"Cape Verde",1996,"n",1.1,1.09,1.1,1.09,1.1,1.1
"Cape Verde",1997,"n",1.09,1.1,1.09,1.1,1.1,1.13
"Cape Verde",1998,"n",1.1,1.09,1.1,1.1,1.13,1.1
"Cape Verde",1999,"n",1.09,1.1,1.1,1.13,1.1,1.08
"Cape Verde",2000,"n",1.1,1.1,1.13,1.1,1.08,1.07
"Cape Verde",2001,"n",1.1,1.13,1.1,1.08,1.07,1.07
"Cape Verde",2002,"n",1.13,1.1,1.08,1.07,1.07,1
"Cape Verde",2003,"n",1.1,1.08,1.07,1.07,1,1.12
"Cape Verde",2004,"n",1.08,1.07,1.07,1,1.12,1.14
"Cape Verde",2005,"n",1.07,1.07,1,1.12,1.14,1.12
"Cape Verde",2006,"n",1.07,1,1.12,1.14,1.12,1.09
"Cape Verde",2007,"n",1,1.12,1.14,1.12,1.09,1.05
"Cape Verde",2008,"n",1.12,1.14,1.12,1.09,1.05,1.06
"Cape Verde",2009,"n",1.14,1.12,1.09,1.05,1.06,1.07
"Central African Republic",1984,"n",1.23,1.02,0.98,1.14,1.07,1.1
"Central African Republic",1985,"n",1.02,0.98,1.14,1.07,1.1,0.98
"Central African Republic",1986,"n",0.98,1.14,1.07,1.1,0.98,1.05
"Central African Republic",1987,"n",1.14,1.07,1.1,0.98,1.05,1.05
"Central African Republic",1988,"n",1.07,1.1,0.98,1.05,1.05,1
"Central African Republic",1989,"n",1.1,0.98,1.05,1.05,1,1.01
"Central African Republic",1990,"n",0.98,1.05,1.05,1,1.01,0.99
"Central African Republic",1991,"n",1.05,1.05,1,1.01,0.99,1.01
"Central African Republic",1992,"n",1.05,1,1.01,0.99,1.01,1.06
"Central African Republic",1993,"n",1,1.01,0.99,1.01,1.06,1.07
"Central African Republic",1994,"n",1.01,0.99,1.01,1.06,1.07,0.94
"Central African Republic",1995,"n",0.99,1.01,1.06,1.07,0.94,1.09
"Central African Republic",1996,"n",1.01,1.06,1.07,0.94,1.09,1.05
"Central African Republic",1997,"n",1.06,1.07,0.94,1.09,1.05,1.05
"Central African Republic",1998,"n",1.07,0.94,1.09,1.05,1.05,1.04
"Central African Republic",1999,"n",0.94,1.09,1.05,1.05,1.04,1.03
"Central African Republic",2000,"n",1.09,1.05,1.05,1.04,1.03,1.01
"Central African Republic",2001,"n",1.05,1.05,1.04,1.03,1.01,0.95
"Central African Republic",2002,"n",1.05,1.04,1.03,1.01,0.95,1.06
"Central African Republic",2003,"n",1.04,1.03,1.01,0.95,1.06,1.07
"Central African Republic",2004,"n",1.03,1.01,0.95,1.06,1.07,1.07
"Central African Republic",2005,"n",1.01,0.95,1.06,1.07,1.07,1.07
"Central African Republic",2006,"n",0.95,1.06,1.07,1.07,1.07,1.04
"Central African Republic",2007,"n",1.06,1.07,1.07,1.07,1.04,1.03
"Central African Republic",2008,"n",1.07,1.07,1.07,1.04,1.03,1.05
"Central African Republic",2009,"n",1.07,1.07,1.04,1.03,1.05,1.05
"Chad",1984,"n",0.98,1.12,1.2,1.09,1.11,1.08
"Chad",1985,"n",1.12,1.2,1.09,1.11,1.08,1.07
